customer_unique_id,recency,frequency,monetary,avg_monetary,avg_items_per_order,avg_freight_per_order,avg_installments,avg_review_score,pct_orders_with_review,customer_state,customer_city,unique_product_categories,unique_sellers,cluster
001f3c4211216384d5fe59b041ce1461,521,1,35.84,35.84,1.0,10.96,3.0,3.0,1.0,SP,sao paulo,1,1,2
00651d97d964127ccfc0e2e55464876d,177,1,23.72,23.72,1.0,8.72,1.0,1.0,1.0,SP,campinas,1,1,1
00aafcd186fbd5da867f9b8df04518aa,188,1,132.48,132.48,1.0,15.57,2.0,1.0,1.0,RJ,bom jesus do itabapoana,1,1,1
0129d48dce554d95f641d01eaa88904a,160,1,1429.59,1429.59,1.0,39.59,5.0,5.0,1.0,SP,sao bernardo do campo,1,1,1
019ac5580a897d52e5ed6f7ed89ade27,351,1,4011.57,1337.19,2.0,16.73,1.0,5.0,1.0,SP,sumare,1,1,1
01bbbfc56b8ec1052e46f260226e34f9,142,1,942.1200000000001,314.04,2.0,24.69,1.0,5.0,1.0,RJ,rio de janeiro,1,1,1
021109bdb16fa17c2463cab87da314f3,224,1,159.7,159.7,1.0,58.9,2.0,1.0,1.0,SP,campinas,1,1,1
02d7cc0037bb3563ed6bf98c5b0d9f0c,314,1,29.09,29.09,1.0,14.1,2.0,3.0,1.0,RJ,niteroi,1,1,1
02fc5276df6dd1ff4901e5eb9efdbb92,271,1,83.23,83.23,1.0,16.23,1.0,5.0,1.0,RJ,itaperuna,1,1,1
0349c4f5811eb0c1f2a56f459cbd962f,451,1,114.35,114.35,1.0,21.45,5.0,5.0,1.0,AL,rio largo,1,1,1
0367dccc4908227b00b0ca2371f31a0d,23,1,37.79,37.79,1.0,12.84,1.0,5.0,1.0,SP,roseira,1,1,1
03f3956529aac8ab54669986dbccdea5,271,1,758.29,758.29,1.0,43.99,10.0,5.0,1.0,DF,brasilia,1,1,1
043bf08714e3d2649e99956601f2dacb,36,1,73.49,73.49,1.0,23.5,1.0,4.0,1.0,SP,salto,1,1,1
04c83639f720ad66ffb6b8ba9afca9d6,470,1,152.39,152.39,1.0,17.39,2.0,4.0,1.0,MT,querencia,1,1,1
05205c3546aefb9ac9436fed99f92af1,476,1,219.89,219.89,1.0,19.99,3.0,5.0,1.0,RJ,rio de janeiro,1,1,1
05d814587e80f2e2846c144d4fb511bc,26,1,281.84,140.92,1.5,18.46,3.0,1.0,1.0,RS,santa maria,1,1,1
07212b6b20c842faac31170b9dfd66e6,471,1,256.43,256.43,1.0,16.43,4.0,5.0,1.0,MG,sapucai-mirim,1,1,1
076b7055bea51da430d6a6fa054e5075,439,2,334.65999999999997,55.776666666666664,1.0,13.143333333333333,1.0,5.0,1.0,SP,praia grande,1,2,1
08285c6499b42230cd7a9e5bd0242164,79,1,1322.69,1322.69,1.0,23.04,6.0,4.0,1.0,MG,vicosa,1,1,1
083e578b18c8717ecbc7fa41c6e6a6aa,126,1,44.13,44.13,1.0,15.23,1.0,5.0,1.0,SP,santo andre,1,1,1
0880913b39e936f30515d7f65f0a8f34,173,1,130.45,130.45,1.0,15.55,1.0,5.0,1.0,RJ,cabo frio,1,1,1
08f041f800243ff79ecdea1d75f58519,169,1,177.03,177.03,1.0,27.13,5.0,5.0,1.0,SP,suzano,1,1,1
0b63b24d8169708a441e38f95f44f3ff,292,1,87.36,87.36,1.0,9.36,2.0,5.0,1.0,SP,sao caetano do sul,1,1,1
0bd4d2600b49eb951489ebc82723a4e6,60,1,112.77,112.77,1.0,52.77,2.0,5.0,1.0,MA,acailandia,1,1,1
0cbaa74a511e52c7470f2c85f2ebd559,136,1,352.02,352.02,1.0,17.22,5.0,4.0,1.0,MG,belo horizonte,1,1,1
0d089f131fe082d4654d095e6faab24d,175,1,74.17,74.17,1.0,15.17,3.0,4.0,1.0,PR,colombo,1,1,1
0d0f7471391c3a72f18f22c34fc5187e,135,1,268.62,268.62,1.0,19.62,2.0,5.0,1.0,RS,porto alegre,1,1,1
0d51034f3d6811dfd6c73b6b0f328a80,280,1,41.75,41.75,1.0,11.85,1.0,3.0,1.0,SP,sao paulo,1,1,2
0d7ec9878ebe4e77c961f11487598826,186,1,90.88,90.88,1.0,20.98,1.0,5.0,1.0,PR,reboucas,1,1,1
0e52738954708662c0a58b74fe60347b,23,1,195.54,195.54,1.0,25.54,1.0,5.0,1.0,SP,embu das artes,1,1,1
0e922f6fc526a5e89ae5b96df681a792,537,1,85.6,85.6,1.0,15.7,4.0,5.0,1.0,SP,vargem grande paulista,1,1,1
0e99adb68574d4968821814b9610ec23,259,1,111.73,111.73,1.0,26.73,1.0,4.0,1.0,CE,fortaleza,1,1,1
0f12bdaf9d46e2e4915c3b24c73f3ac5,76,1,89.36,89.36,1.0,19.46,3.0,5.0,1.0,PR,curitiba,1,1,1
0ff6bebd4c4327455d347885e2697876,129,1,44.42,44.42,1.0,14.43,1.0,1.0,1.0,SP,guaruja,1,1,1
10e640a7ba92ae8164a1f2adba8bf44c,270,1,130.57,130.57,1.0,25.57,3.0,4.0,1.0,SP,santa cruz das palmeiras,1,1,1
10ef6779ad649bb93e9560b52376b24e,412,1,75.62,75.62,1.0,25.63,3.0,5.0,1.0,PE,santa cruz do capibaribe,1,1,1
114903a9f147091c3040d8f987653aba,197,1,89.67,89.67,1.0,12.67,1.0,4.0,1.0,SP,mogi das cruzes,1,1,1
1183d9b6d934edb97b5dce5cb4f33b19,7,1,108.72,108.72,1.0,18.73,4.0,4.0,1.0,MG,taiobeiras,1,1,1
11f4e46d548c0f96c60475576a0f6636,333,1,213.65,213.65,1.0,27.84,1.0,4.0,1.0,RS,porto alegre,1,1,1
13df7eb64b9577ce07a5e767e24bbe64,270,1,118.1,118.1,1.0,38.11,1.0,4.0,1.0,MA,sao luis,1,1,1
14b7cfde02a83da4d098a3e8759410fd,415,1,328.67,328.67,1.0,78.77,1.0,5.0,1.0,RJ,rio de janeiro,1,1,1
150d2217d7f67951f850be5a7443991b,37,1,65.1,65.1,1.0,37.11,1.0,5.0,1.0,PE,santa maria da boa vista,1,1,1
159bbeaf58e0b4c5cdca4d998d669fdc,15,1,96.67,96.67,1.0,17.68,3.0,5.0,1.0,SP,sao paulo,1,1,2
15fc5d8f3858da7a686a4f18230fda43,511,1,192.56,192.56,1.0,22.66,5.0,2.0,1.0,SP,guarulhos,1,1,1
165b35b18144852e474ba63cc621060f,322,1,647.54,647.54,1.0,37.54,1.0,5.0,1.0,SP,campinas,1,1,1
1905e93efce7230225a12a8b9ce1238c,204,1,102.72,102.72,1.0,19.82,1.0,3.0,1.0,MG,leopoldina,1,1,1
1919fb82dae2c979073d9340a3ed9c84,171,1,341.02,341.02,1.0,16.02,1.0,5.0,1.0,DF,brasilia,1,1,1
19f67f29e98ad51ae3d788625e10c038,486,1,46.42,46.42,1.0,14.52,4.0,5.0,1.0,RJ,rio de janeiro,1,1,1
1a224a54793429260e63146ddaa7a036,315,1,427.28,213.64,1.5,17.37,2.0,1.0,1.0,PR,campo largo,2,2,1
1aecc1804f168ed275ad536517843133,216,1,134.43,134.43,1.0,9.44,4.0,4.0,1.0,MG,contagem,1,1,1
1b6c7548a2a1f9037c1fd3ddfed95f33,189,7,9705.78,138.654,1.2,16.591,1.0,5.0,1.0,MG,ituiutaba,5,6,1
1b8e32b9748d27829b9e496dc8622630,317,1,92.8,92.8,1.0,22.81,1.0,2.0,1.0,PI,teresina,1,1,1
1b9b716b2ec99bd330c1807d54418b46,385,1,61.8,61.8,1.0,11.85,6.0,5.0,1.0,SP,sao paulo,1,1,2
1b9d0a0c0fd5211ae01a554419120554,135,2,177.6,44.4,1.0,10.649999999999999,1.0,4.5,1.0,SP,pirapora do bom jesus,1,1,1
1c8cabeb197637a735759ca135fcc0af,106,1,221.78,221.78,1.0,21.79,5.0,5.0,1.0,SP,sao paulo,1,1,2
1d95a47c2206919e1de2f8ff91065d20,544,2,203.44,50.86,1.0,10.96,1.0,4.5,1.0,SP,sao paulo,1,1,2
1e8a97df3746751676f7f65e4748ae3c,133,1,109.56,54.78,1.5,8.64,1.0,5.0,1.0,PR,curitiba,1,1,1
1ea622900e01800560a43bf44dd98a80,177,1,244.95,244.95,1.0,22.05,1.0,5.0,1.0,GO,rio verde,1,1,1
1eb6f015c37dc8e3f5b531fbca809a49,103,1,1843.85,1843.85,1.0,44.85,10.0,1.0,1.0,PR,curitiba,1,1,1
1f9e0baeb7855a52bc3106527c4f9276,205,1,47.62,47.62,1.0,17.63,4.0,5.0,1.0,PE,recife,1,1,1
1fc21efb0168e17836ceb0b8ecde05a6,370,1,66.23,66.23,1.0,15.98,1.0,5.0,1.0,SP,sao paulo,1,1,2
20d87b86d8f0645f20c1f14d25bdcc78,384,1,32.0,32.0,1.0,15.1,1.0,5.0,1.0,RS,sao gabriel,1,1,1
2193e4ab01b6fa3e74f72f2a4ab26690,323,1,105.71,105.71,1.0,17.86,5.0,4.0,1.0,GO,goiania,1,1,1
22035e352538b10d3335968ebc3280f1,196,1,350.18,350.18,1.0,21.18,8.0,5.0,1.0,SP,sao joaquim da barra,1,1,1
22368ffd50b3053231db9241f9d3b1fb,107,1,42.11,42.11,1.0,7.39,1.0,5.0,1.0,SP,indaiatuba,1,1,1
2348b4de1e01715cab039ba3ce2dad8b,359,1,87.82,87.82,1.0,7.82,3.0,4.0,1.0,SP,sao paulo,1,1,2
23cd343c7de3187c4d3d5bc96b0e3f06,162,1,177.14,177.14,1.0,67.14,1.0,5.0,1.0,SP,martinopolis,1,1,1
23f5ef949f4f54d239cadd6aa0ca48ed,107,1,49.09,49.09,1.0,8.29,2.0,4.0,1.0,SP,cubatao,1,1,1
24bebb6ff5f6b160cf78f11ad5c7278e,241,1,88.08,88.08,1.0,13.08,1.0,5.0,1.0,SP,sao jose dos campos,1,1,1
25084c562406811ccea6b10655d1fff9,78,1,278.64,278.64,1.0,19.64,1.0,5.0,1.0,SP,osasco,1,1,1
25799bf6b79e82c19bd6d590c02cf821,209,1,53.3,53.3,1.0,15.1,1.0,5.0,1.0,SP,jundiai,1,1,1
266f6baed5662cca5d5d51db71a51b23,250,1,297.07,297.07,1.0,27.17,3.0,5.0,1.0,PA,altamira,1,1,1
2693c09b2bd4159a59c216c4114c1e19,224,1,174.04,174.04,1.0,37.05,1.0,4.0,1.0,SP,taboao da serra,1,1,1
26e8d473fbaef56f0f90930bb036fb89,268,1,37.12,37.12,1.0,17.63,3.0,5.0,1.0,TO,palmas,1,1,1
278256c4e23f585212de04f1ae53d9d2,372,1,43.1,43.1,1.0,14.1,1.0,4.0,1.0,PR,pinhais,1,1,1
27891f64aa89e1e7a933b2862b583ee4,373,1,287.0,143.5,1.5,12.75,3.0,4.0,1.0,SP,peruibe,1,1,1
2852637db607bf7d453e51b172b3e7d6,97,1,72.65,72.65,1.0,22.85,1.0,5.0,1.0,MA,sao luis,1,1,1
2887d406026c92a31aefd39960663798,478,1,72.27,72.27,1.0,22.28,1.0,1.0,1.0,BA,porto seguro,1,1,1
29611352f130c330ea8b03e27c62d405,549,1,131.34,65.67,1.0,21.34,3.0,3.0,1.0,RN,alto do rodrigues,1,1,1
29a320c6171cd298488f738f26d0bd61,346,1,206.08,206.08,1.0,16.09,2.0,5.0,1.0,PR,curitiba,1,1,1
2a3db31230ad9d133b382aff019cf148,382,1,146.15,146.15,1.0,18.15,4.0,5.0,1.0,RS,porto alegre,1,1,1
2a6eb49c4cd1fe413141297089a4545e,412,1,42.8,42.8,1.0,16.11,4.0,5.0,1.0,SP,sao paulo,1,1,2
2ad3fd1a4a4c8dd70d848f625b27f4ed,398,1,230.74,230.74,1.0,17.74,10.0,5.0,1.0,RS,porto alegre,1,1,1
2d5e617e6b8b6e6eb40d0d4fc03179ec,345,1,148.15,148.15,1.0,18.16,1.0,4.0,1.0,RS,flores da cunha,1,1,1
2d613625056a1ec17e4c63abec160284,236,1,115.05,115.05,1.0,21.06,4.0,5.0,1.0,PA,belem,1,1,1
2e1b1231ac9b6f371971b8ec7b9d0fcd,122,1,386.46,386.46,1.0,17.46,2.0,5.0,1.0,SP,sao paulo,1,1,2
2f53a09bfca049656dd9b86d305bb972,150,1,36.39,36.39,1.0,7.39,1.0,5.0,1.0,SP,osasco,1,1,1
3025f1fe377a9ee7443a15d1c3b8d50b,471,1,40.0,40.0,1.0,15.1,1.0,4.0,1.0,SP,mirandopolis,1,1,1
30274cfdf55a86a2825c5c8e18a6262c,263,1,136.3,68.15,1.0,21.3,1.0,1.0,1.0,PR,uniao da vitoria,1,1,1
30b782a79466007756f170cb5bd6bbd8,23,3,1967.13,93.67285714285715,2.0,11.612857142857143,1.5714285714285714,3.142857142857143,1.0,SP,sao paulo,3,3,2
32487d3d5098e884a1c85ce855234fb3,22,1,260.5,260.5,1.0,10.5,10.0,5.0,1.0,SP,votorantim,1,1,1
327f5cae22a348fe459126be75f1814f,299,1,64.51,64.51,1.0,11.87,4.0,1.0,1.0,SP,sao paulo,1,1,2
32f7cd86cc860327410a818ca1a98460,517,1,371.48,185.74,1.5,24.97,1.0,5.0,1.0,SP,jundiai,1,1,1
34466539a4aa603004fead7a3f7f7bc2,528,1,66.12,66.12,1.0,14.12,2.0,4.0,1.0,RJ,rio de janeiro,1,1,1
345953f3eecf4fc3073f08372dcc6896,254,1,51.09,51.09,1.0,15.1,1.0,4.0,1.0,DF,brasilia,1,1,1
3461b2163494df8af4389bae55a6372d,438,1,188.45,188.45,1.0,9.45,10.0,3.0,1.0,SP,barueri,1,1,1
3467e97ab367cc77d54f3b94ce52a801,35,1,848.61,848.61,1.0,50.61,8.0,5.0,1.0,MG,belo horizonte,1,1,1
34aaf6b7dc72aa67c949cf6d35ec97a6,476,1,81.78,81.78,1.0,11.88,1.0,5.0,1.0,SP,sao paulo,1,1,2
34ed577a045384a9d9df4bbab3601bea,220,1,63.1,63.1,1.0,14.1,6.0,4.0,1.0,RJ,rio de janeiro,1,1,1
34f92366f52d2b66d66c5766e15c4e3d,114,1,117.27,117.27,1.0,18.27,2.0,5.0,1.0,SP,sao paulo,1,1,2
35081d48d94ad78947524b80e4d869e2,225,1,25.84,25.84,1.0,11.85,1.0,1.0,1.0,SP,brodowski,1,1,1
359529c96224e12f1b74d573e332398d,485,1,52.75,52.75,1.0,29.55,1.0,4.0,1.0,PA,belem,1,1,1
36942bd30799251795cca03a1b16e004,484,1,104.7,104.7,1.0,14.8,4.0,5.0,1.0,RJ,rio de janeiro,1,1,1
37d0b647301742b1b17d627e4c10aeae,260,2,383.8,95.95,1.0,11.05,8.0,2.0,1.0,SP,sao paulo,1,1,2
37e388e4c186feb07a22d17f9a4d56f3,211,1,62.78,62.78,1.0,7.78,6.0,5.0,1.0,SP,guarulhos,1,1,1
38661d5602cb078419f411b65e3bdce1,417,1,84.23,84.23,1.0,15.23,2.0,5.0,1.0,RJ,resende,1,1,1
38963cccac7ddbf4819da22bdd569be7,290,1,168.3,168.3,1.0,18.3,3.0,4.0,1.0,SC,balneario gaivota,1,1,1
38c3bc2d6df03905e3e8d3d5b079acf4,271,1,421.65,421.65,1.0,24.65,1.0,4.0,1.0,RJ,rio de janeiro,1,1,1
39221ea014de9b3dfe3c6609eb6c6ff7,365,1,271.54,271.54,1.0,15.54,3.0,5.0,1.0,SP,sao paulo,1,1,2
393c2ace23a135d0bcc7e70167448e16,34,1,161.37,161.37,1.0,15.47,1.0,5.0,1.0,BA,barreiras,1,1,1
39406d5888ebe67839dc26b348c0d12f,28,1,32.24,32.24,1.0,13.34,1.0,5.0,1.0,MG,juiz de fora,1,1,1
39d26db6530f0ad21b671a973cb6e03f,4,1,369.22,369.22,1.0,39.22,1.0,5.0,1.0,PA,castanhal,1,1,1
39e99ddb5ae1904f14cf42243a6641d4,231,1,97.74,97.74,1.0,17.84,9.0,5.0,1.0,RS,novo hamburgo,1,1,1
3a50452c8f7d9cf9f50633cead7e3c9b,134,1,184.59,184.59,1.0,34.59,2.0,5.0,1.0,SC,jaragua do sul,1,1,1
3b04d5394d524951c5f8ede44023ddea,190,1,212.04,106.02,1.5,16.11,1.0,1.0,1.0,RJ,rio de janeiro,1,1,1
3c7399e057696d1a324871cb80f46745,381,1,77.57,77.57,1.0,17.67,3.0,5.0,1.0,RS,porto alegre,1,1,1
3c7fbfe2e81205c52478e02ba3703a73,282,1,39.7,39.7,1.0,15.1,1.0,5.0,1.0,GO,goiania,1,1,1
3d528b069707b3464a19fd937fc9f06c,59,1,57.23,57.23,1.0,23.04,1.0,4.0,1.0,GO,senador canedo,1,1,1
3dc950be1edf22b0ad33af44837df4e7,524,1,331.02,331.02,1.0,31.03,3.0,4.0,1.0,PA,paragominas,1,1,1
3f43c86453d02badf9c09a8149b620d3,389,1,148.19,148.19,1.0,28.2,6.0,4.0,1.0,RS,porto alegre,1,1,1
3f81a7afc0532976d0e0f41b20adf2b0,575,1,33.36,33.36,1.0,10.96,2.0,3.0,1.0,SP,sao jose do rio preto,1,1,1
404c70b8b40b5fd8cab20f8d5093cc86,38,1,38.04,38.04,1.0,19.04,1.0,5.0,1.0,PE,camaragibe,1,1,1
405f45b1bd4820a68c040a07210d0d51,220,1,173.77,173.77,1.0,34.77,4.0,5.0,1.0,MA,estreito,1,1,1
405f6a0f60d44b5ad32044970938191f,22,1,38.86,38.86,1.0,8.96,1.0,1.0,1.0,SP,sao paulo,1,1,2
41517b30c9379c6bef376702f93e8de8,196,1,962.52,962.52,1.0,22.02,1.0,1.0,1.0,RJ,rio de janeiro,1,1,1
42398dee8f2098eec5579129cc1a6f5e,267,2,585.46,146.365,1.0,10.865,1.0,4.5,1.0,SP,sao paulo,1,1,2
42bb902a6bb8846bd157d39bccc2fd68,11,1,58.19,58.19,1.0,32.2,3.0,5.0,1.0,AL,barra de sao miguel,1,1,1
4324608f0fb4b7580feabbca205480bb,24,1,72.98,72.98,1.0,13.08,1.0,1.0,1.0,SP,santos,1,1,1
4343c49fea39abbe14ecbfee146104d8,178,1,93.08,46.54,1.5,8.27,1.0,5.0,1.0,SP,sao paulo,1,1,2
43eb0e993502bd4cbd3400a492a5444d,179,1,65.31,65.31,1.0,15.1,1.0,5.0,1.0,MG,cambui,1,1,1
440678e8d565a7d5ddf192711617cf50,261,1,96.68,48.34,1.5,8.27,1.0,5.0,1.0,SP,sao paulo,1,1,2
443e23b582e69ae01d4d254f6e7dd3ea,225,1,162.02,162.02,1.0,53.12,1.0,5.0,1.0,AC,rio branco,1,1,1
44723e30324b2effd5a8247794af92c8,159,1,143.38,143.38,1.0,23.38,1.0,3.0,1.0,DF,brasilia,1,1,1
44d67cc85baf7a55e2d0a4939bed5855,22,1,98.45,98.45,1.0,27.45,1.0,5.0,1.0,RJ,rio de janeiro,1,1,1
465213418e5f34776c10da6c25583be5,247,1,64.0,64.0,1.0,14.1,1.0,5.0,1.0,DF,brasilia,1,1,1
468594b34a196118b704963bacd30529,358,1,397.18,198.59,1.5,14.345,1.0,5.0,1.0,SC,sao jose,1,2,1
46c39f459f31460d361db4ccc6d6fa52,38,1,172.16,172.16,1.0,16.19,8.0,4.0,1.0,PR,araucaria,1,1,1
47819e2fe2feece1eaa798f2c2398221,579,1,1502.1,751.05,1.5,18.725,10.0,3.0,1.0,SC,balneario camboriu,1,1,1
47c1a3033b8b77b3ab6e109eb4d5fdf3,210,6,6839.34,142.48625,1.125,15.339999999999998,1.0,4.875,1.0,SP,jandira,5,6,1
481060b29de0e9b3d7f4b2991cfb0767,96,2,598.94,149.735,1.0,11.24,2.5,5.0,1.0,SP,sao joaquim da barra,2,2,1
4849a05adbbdba9197030df910caf205,378,1,141.52,70.76,1.5,12.48,1.0,5.0,1.0,SP,paulinia,1,1,1
48ee05f414035e54588934fd0f05378a,477,1,246.79,246.79,1.0,27.79,10.0,5.0,1.0,RN,portalegre,1,1,1
49746c4175293e1bdab705a1c0a4699d,213,1,437.19,437.19,1.0,48.19,6.0,1.0,1.0,MS,campo grande,1,1,1
4a055e75b893bfa3d72f550bc325cf76,187,1,467.66,233.83,1.5,20.465,2.0,1.0,1.0,RJ,pirai,2,2,1
4b3207464f5f7a48a7f63fa0b1251d86,594,1,24.42,24.42,1.0,14.52,1.0,5.0,1.0,SP,ribeirao preto,1,1,1
4b9d5d97bd2fe143891cf91ac7ca1116,440,1,50.01,50.01,1.0,15.11,4.0,5.0,1.0,MG,sete lagoas,1,1,1
4c9097671506eb668546b2c1aaea3c83,269,1,45.01,45.01,1.0,15.11,4.0,5.0,1.0,RS,porto alegre,1,1,1
4ca7e7ff2c43abe13ebf78f081aca476,421,1,36.72,36.72,1.0,11.73,1.0,5.0,1.0,SP,sao paulo,1,1,2
4cbdc0f2029c78a012c400623a82e55f,210,1,102.84,102.84,1.0,32.94,2.0,5.0,1.0,PE,sao jose da coroa grande,1,1,1
4d8056f71519ae1069e6747c63c676f7,9,1,184.68,184.68,1.0,44.78,8.0,4.0,1.0,SC,icara,1,1,1
4d9ae06c9cc798078c91f16e1842f7ca,377,1,143.93,143.93,1.0,13.93,6.0,5.0,1.0,SP,sao jose do rio preto,1,1,1
4df708cabf0d092e540230827dae04de,55,1,123.49,123.49,1.0,23.5,1.0,5.0,1.0,RJ,rio de janeiro,1,1,1
4e78b656d61670a56c6c0c70c58ed82e,136,1,322.85,322.85,1.0,22.95,1.0,4.0,1.0,MG,dona euzebia,1,1,1
4e91b84bd3941d31daa28a76c53e9f0c,106,1,127.69,127.69,1.0,7.7,3.0,1.0,1.0,SP,sao paulo,1,1,2
4eb363e11ae95699d3140a3ff117f8d2,110,1,112.24,112.24,1.0,22.34,3.0,5.0,1.0,MG,montes claros,1,1,1
4f1a96d7fdc1c50b5b163e16de1c2166,31,1,78.44,78.44,1.0,15.54,4.0,5.0,1.0,RJ,rio de janeiro,1,1,1
4fbfc7dbc329c494d68d47b9780604fd,107,1,71.15,71.15,1.0,18.25,2.0,5.0,1.0,SP,sao paulo,1,1,2
4fe7f83190e3618139dfbf5658172bf3,503,1,51.04,51.04,1.0,11.74,1.0,5.0,1.0,SP,sao bernardo do campo,1,1,1
502560a6fd69bb140e01b0feb5eb0b61,410,1,118.17,118.17,1.0,18.27,5.0,5.0,1.0,GO,luziania,1,1,1
519c503fa8cec8c30691b824e58a71af,137,1,172.19,172.19,1.0,23.97,2.0,5.0,1.0,MT,sapezal,1,1,1
52ff299027b82ad5886b78d57dd8be1d,34,1,99.33,99.33,1.0,23.33,1.0,5.0,1.0,RJ,itatiaia,1,1,1
53d9311d650a3e6bdba4696a36ac72f8,313,1,33.09,33.09,1.0,14.1,3.0,4.0,1.0,GO,goiania,1,1,1
